order_id,order_datetime,customer_id,region,channel,category,product,quantity,unit_price,discount_pct,revenue,cost,status,payment_method,is_member,customer_age,rating,coupon_code,sales_rep,notes
ORD-00165,2025-09-12 08:56:00,CUST-0188,West,store,Sports,Water Bottle,1,811.53,0,0.0,0.0,cancelled,bank_transfer,False,65,3,SUMMER25,Evan,priority customer
ORD-00166,2025-02-01 09:30:00,CUST-0087,West,mobile,Electronics,Webcam,3,501.36,15,0.0,0.0,cancelled,bank_transfer,False,67,4,WELCOME10,Alice,
ORD-00167,2025-07-04 22:20:00,CUST-0038,West,store,Electronics,Keyboard,6,185.36,5,-1056.55,616.95,refunded,apple_pay,True,73,5,SUMMER25,,
ORD-00168,2025-10-01 08:11:00,CUST-0096,West,mobile,Books,Data Engineering,1,430.0,20,344.0,158.86,completed,credit_card,True,63,2,WELCOME10,Bob,priority customer
ORD-00169,2025-03-31 12:09:00,CUST-0117,East,store,Books,Machine Learning,5,580.86,15,0.0,0.0,cancelled,bank_transfer,False,71,5,,Diana,gift order
ORD-00170,2025-03-26 09:24:00,CUST-0126,South,mobile,Books,Data Engineering,6,531.08,15,2708.51,1359.67,completed,apple_pay,True,38,4,VIP,,
ORD-00171,2025-05-05 12:56:00,CUST-0124,West,web,Sports,Dumbbell,3,113.3,15,288.91,212.04,pending,credit_card,False,22,2,WELCOME10,Bob,priority customer
ORD-00172,2026-03-28 17:51:00,CUST-0125,Central,store,Home,Lamp,6,773.89,0,4643.34,2576.69,completed,credit_card,True,37,3,WELCOME10,Alice,delayed shipment
ORD-00173,2026-03-30 22:04:00,CUST-0141,Central,store,Sports,Running Shoes,1,467.66,0,467.66,263.78,completed,paypal,False,40,1,,,address corrected
ORD-00174,2025-05-26 09:33:00,CUST-0055,South,mobile,Sports,Dumbbell,6,118.0,20,566.4,390.29,completed,credit_card,True,66,5,VIP,Diana,
ORD-00175,2025-11-01 12:37:00,CUST-0170,Central,partner,Home,Kettle,1,101.94,0,101.94,63.62,completed,credit_card,False,54,4,,,
ORD-00176,2026-05-22 10:38:00,CUST-0196,Central,store,Sports,Basketball,3,211.37,15,538.99,311.57,pending,credit_card,True,30,5,WELCOME10,Alice,priority customer
ORD-00177,2026-03-13 13:18:00,CUST-0008,North,store,Sports,Basketball,3,105.55,0,316.65,219.79,completed,bank_transfer,True,72,4,VIP,Diana,
ORD-00178,2025-07-08 13:52:00,CUST-0158,West,partner,Home,Lamp,3,324.11,15,826.48,557.0,completed,bank_transfer,True,62,5,,,delayed shipment
ORD-00179,2026-03-09 21:20:00,CUST-0080,North,web,Sports,Yoga Mat,5,162.5,20,0.0,0.0,cancelled,apple_pay,False,64,4,,Chen,address corrected
ORD-00180,2025-03-05 16:19:00,CUST-0210,South,mobile,Home,Lamp,3,689.13,0,-2067.39,1074.03,refunded,paypal,False,36,5,,Evan,
ORD-00181,2026-04-27 19:15:00,CUST-0157,West,partner,Electronics,Headphones,1,345.16,0,-345.16,217.37,refunded,paypal,True,44,4,SUMMER25,Chen,delayed shipment
ORD-00182,2025-08-01 15:27:00,CUST-0040,West,mobile,Home,Desk,5,639.97,0,0.0,0.0,cancelled,apple_pay,True,26,5,,Chen,
ORD-00183,2026-03-07 20:23:00,CUST-0007,East,web,Books,Python Basics,3,413.86,5,1179.5,584.96,pending,credit_card,True,57,4,,Chen,address corrected
ORD-00184,2025-04-28 22:46:00,CUST-0006,West,store,Sports,Dumbbell,4,532.59,25,1597.77,1092.38,pending,paypal,True,21,4,SUMMER25,Bob,address corrected
ORD-00185,2025-10-02 12:27:00,CUST-0195,Central,web,Electronics,Mouse,2,97.6,0,0.0,0.0,cancelled,bank_transfer,True,37,4,WELCOME10,Diana,
ORD-00186,2026-05-12 19:07:00,CUST-0041,South,web,Books,Python Basics,1,680.06,0,680.06,487.88,completed,bank_transfer,False,18,4,,Diana,priority customer
ORD-00187,2026-01-18 08:59:00,CUST-0179,South,web,Electronics,Headphones,1,828.71,25,621.53,402.47,pending,bank_transfer,False,37,,WELCOME10,,
ORD-00188,2025-12-20 09:52:00,CUST-0068,Central,partner,Sports,Water Bottle,2,110.45,20,176.72,91.01,completed,credit_card,False,58,4,WELCOME10,Diana,delayed shipment
ORD-00189,2025-01-15 11:50:00,CUST-0050,East,partner,Electronics,Webcam,2,844.71,25,1267.07,1023.28,completed,bank_transfer,False,58,3,,Diana,address corrected
ORD-00190,2026-03-03 20:04:00,CUST-0155,West,mobile,Sports,Yoga Mat,3,10.41,0,31.23,14.18,completed,credit_card,False,59,5,VIP,Alice,address corrected
ORD-00191,2025-05-02 21:56:00,CUST-0101,North,partner,Books,Finance 101,6,352.67,20,1692.82,1349.68,completed,apple_pay,False,73,2,VIP,Diana,
ORD-00192,2026-01-27 16:13:00,CUST-0019,North,store,Sports,Water Bottle,2,327.26,25,0.0,0.0,cancelled,bank_transfer,True,39,1,,Bob,gift order
ORD-00193,2026-03-03 22:38:00,CUST-0052,East,mobile,Sports,Yoga Mat,4,404.75,15,-1376.15,798.6,refunded,apple_pay,False,65,4,,Diana,address corrected
ORD-00194,2025-03-31 21:59:00,CUST-0060,East,web,Sports,Basketball,4,729.84,0,2919.36,2251.32,completed,bank_transfer,False,35,4,WELCOME10,,address corrected
ORD-00195,2025-07-14 15:15:00,CUST-0182,South,mobile,Home,Storage Box,3,142.01,15,362.13,242.06,pending,apple_pay,False,67,4,WELCOME10,,
ORD-00196,2025-02-24 14:10:00,CUST-0079,North,store,Books,Python Basics,2,121.57,0,-243.14,139.67,refunded,apple_pay,True,22,1,,Bob,priority customer
ORD-00197,2026-03-21 22:22:00,CUST-0085,West,web,Books,Python Basics,5,736.47,0,-3682.35,2189.25,refunded,credit_card,False,52,5,,Chen,
ORD-00198,2025-06-14 20:04:00,CUST-0119,West,partner,Books,Python Basics,1,44.3,15,37.65,28.17,completed,credit_card,False,60,3,,Alice,gift order
ORD-00199,2026-03-16 16:12:00,CUST-0144,Central,web,Electronics,Headphones,3,156.68,0,470.04,213.5,completed,apple_pay,False,20,4,,Evan,gift order
ORD-00200,2025-11-01 22:20:00,CUST-0141,North,partner,Books,Python Basics,2,478.31,0,956.62,673.71,completed,apple_pay,True,58,5,SUMMER25,Alice,address corrected
ORD-00201,2025-11-08 18:27:00,CUST-0102,Central,web,Electronics,Webcam,5,757.03,20,3028.12,1432.93,completed,bank_transfer,True,47,4,SUMMER25,Diana,
ORD-00202,2026-03-31 11:45:00,CUST-0137,West,mobile,Electronics,Headphones,6,141.58,15,722.06,520.42,completed,paypal,False,40,5,,Chen,
ORD-00203,2026-03-30 15:35:00,CUST-0033,South,web,Home,Kettle,4,116.31,25,0.0,0.0,cancelled,paypal,False,48,4,SUMMER25,Diana,priority customer
ORD-00204,2026-06-02 11:39:00,CUST-0117,North,mobile,Electronics,Mouse,1,15.54,0,15.54,7.37,completed,paypal,False,34,5,,Chen,address corrected
ORD-00205,2026-05-07 10:25:00,CUST-0128,Central,store,Electronics,Headphones,6,524.66,20,2518.37,1145.95,completed,paypal,False,42,1,,Chen,delayed shipment
ORD-00206,2025-06-09 20:19:00,CUST-0090,West,partner,Home,Kettle,5,794.06,0,3970.3,1987.02,completed,bank_transfer,True,67,4,SUMMER25,Diana,delayed shipment
ORD-00207,2026-05-07 12:04:00,CUST-0154,North,web,Home,Storage Box,2,404.4,20,647.04,477.76,completed,paypal,True,23,,WELCOME10,Bob,
ORD-00208,2026-02-03 10:46:00,CUST-0015,East,web,Books,Finance 101,4,147.65,0,0.0,0.0,cancelled,credit_card,False,35,5,,Alice,
ORD-00209,2025-10-01 22:58:00,CUST-0033,Central,partner,Sports,Yoga Mat,4,142.19,0,-568.76,447.65,refunded,credit_card,False,44,4,WELCOME10,Alice,
ORD-00210,2026-04-18 10:12:00,CUST-0102,Central,web,Books,Machine Learning,5,301.65,15,-1282.01,904.88,refunded,paypal,False,38,5,SUMMER25,Diana,address corrected
ORD-00211,2026-02-02 15:26:00,CUST-0122,West,store,Home,Lamp,5,31.21,0,156.05,105.28,completed,apple_pay,True,38,3,VIP,Diana,priority customer
ORD-00212,2025-05-30 17:48:00,CUST-0115,West,mobile,Books,Python Basics,1,364.31,0,364.31,262.74,completed,bank_transfer,True,35,2,,Chen,
ORD-00213,2025-09-14 21:37:00,CUST-0001,South,partner,Sports,Dumbbell,6,13.85,5,0.0,0.0,cancelled,credit_card,False,52,4,WELCOME10,Alice,priority customer
ORD-00214,2026-01-01 13:25:00,CUST-0130,South,partner,Books,Finance 101,1,630.48,0,630.48,375.75,pending,paypal,True,44,4,SUMMER25,Bob,delayed shipment
ORD-00215,2025-06-08 19:36:00,CUST-0200,South,partner,Electronics,Webcam,4,565.54,5,2149.05,1245.85,completed,bank_transfer,False,62,2,WELCOME10,Diana,delayed shipment
ORD-00216,2026-05-01 22:47:00,CUST-0140,West,store,Sports,Water Bottle,2,145.34,10,261.61,190.76,completed,apple_pay,True,42,4,,Bob,
ORD-00217,2025-03-06 16:08:00,CUST-0109,East,web,Books,Data Engineering,5,847.94,10,0.0,0.0,cancelled,paypal,True,32,5,,Bob,address corrected
ORD-00218,2025-05-15 17:36:00,CUST-0190,South,store,Sports,Water Bottle,6,729.54,0,0.0,0.0,cancelled,credit_card,True,44,3,,Alice,gift order
ORD-00219,2026-01-26 20:49:00,CUST-0065,South,partner,Books,Statistics,5,564.74,10,2541.33,2033.53,completed,bank_transfer,True,68,5,WELCOME10,Chen,address corrected
ORD-00220,2025-04-13 15:56:00,CUST-0072,South,web,Sports,Water Bottle,4,789.02,0,3156.08,2203.42,pending,credit_card,True,62,1,SUMMER25,,
ORD-00221,2025-02-21 19:40:00,CUST-0090,Central,mobile,Home,Lamp,3,448.18,0,1344.54,610.13,completed,apple_pay,False,64,1,WELCOME10,Evan,
ORD-00222,2025-04-05 18:32:00,CUST-0117,South,partner,Books,Statistics,4,531.55,5,2019.89,949.48,pending,credit_card,False,55,4,,Diana,
ORD-00223,2025-12-03 22:26:00,CUST-0012,Central,mobile,Home,Storage Box,4,341.89,5,1299.18,719.73,completed,apple_pay,False,45,1,,Alice,delayed shipment
ORD-00224,2026-01-06 15:30:00,CUST-0020,East,partner,Books,Machine Learning,4,28.32,0,113.28,83.07,pending,bank_transfer,False,24,5,WELCOME10,Alice,
ORD-00225,2025-10-31 09:47:00,CUST-0069,South,store,Electronics,Keyboard,6,548.8,0,3292.8,1895.48,pending,bank_transfer,False,72,,,Bob,
ORD-00226,2025-10-13 21:32:00,CUST-0077,East,partner,Sports,Water Bottle,3,346.14,0,1038.42,805.06,completed,bank_transfer,True,22,5,WELCOME10,Bob,address corrected
ORD-00227,2025-05-29 21:53:00,CUST-0125,South,store,Home,Lamp,5,469.72,25,-1761.45,836.38,refunded,credit_card,True,47,5,,Alice,address corrected
ORD-00228,2026-05-26 11:49:00,CUST-0174,Central,web,Sports,Running Shoes,1,184.63,0,184.63,138.3,completed,bank_transfer,False,36,3,VIP,Chen,
ORD-00229,2025-06-14 09:11:00,CUST-0192,North,partner,Electronics,Mouse,5,825.12,0,-4125.6,2921.05,refunded,apple_pay,True,60,5,,Bob,address corrected
ORD-00230,2025-04-24 20:15:00,CUST-0156,Central,store,Electronics,Keyboard,4,810.25,20,2592.8,1726.32,completed,bank_transfer,True,73,5,,Chen,delayed shipment
ORD-00231,2025-05-19 16:41:00,CUST-0120,West,mobile,Sports,Basketball,5,618.05,0,3090.25,1852.53,completed,credit_card,False,58,5,,,address corrected
ORD-00232,2025-10-06 17:27:00,CUST-0025,Central,web,Electronics,Keyboard,2,254.94,20,407.9,241.42,pending,bank_transfer,True,71,1,WELCOME10,Evan,
ORD-00233,2025-08-01 17:30:00,CUST-0200,East,partner,Sports,Basketball,3,371.55,20,-891.72,491.92,refunded,bank_transfer,False,32,4,,Bob,delayed shipment
ORD-00234,2025-03-08 18:37:00,CUST-0147,Central,web,Electronics,Headphones,6,844.64,10,4561.06,2135.47,completed,bank_transfer,True,23,4,SUMMER25,Evan,
ORD-00235,2025-04-14 12:22:00,CUST-0229,North,mobile,Home,Storage Box,4,778.15,10,2801.34,2025.41,completed,bank_transfer,False,31,,VIP,Evan,gift order
ORD-00236,2025-08-31 21:55:00,CUST-0068,Central,mobile,Home,Chair,4,766.37,20,2452.38,1111.46,completed,paypal,True,29,4,WELCOME10,Evan,gift order
ORD-00237,2026-02-11 20:26:00,CUST-0114,East,web,Books,Finance 101,2,228.91,0,457.82,287.73,pending,bank_transfer,True,29,5,,,gift order
ORD-00238,2026-04-03 11:27:00,CUST-0236,West,store,Electronics,Headphones,5,309.36,20,-1237.44,764.87,refunded,apple_pay,True,44,3,,,delayed shipment
ORD-00239,2025-07-20 18:53:00,CUST-0153,East,store,Sports,Yoga Mat,4,47.72,0,-190.88,98.17,refunded,bank_transfer,False,64,4,,Bob,
ORD-00240,2025-11-03 16:10:00,CUST-0076,North,partner,Electronics,Mouse,3,50.09,20,120.22,68.22,pending,paypal,True,39,5,VIP,Evan,address corrected
ORD-00241,2026-03-10 14:28:00,CUST-0147,North,web,Sports,Basketball,4,701.87,0,2807.48,2198.89,completed,apple_pay,True,21,2,,Alice,priority customer
ORD-00242,2025-06-04 18:55:00,CUST-0041,South,web,Electronics,Keyboard,2,627.37,15,1066.53,668.17,completed,apple_pay,True,51,4,SUMMER25,Alice,address corrected
ORD-00243,2026-01-16 18:40:00,CUST-0009,South,mobile,Home,Lamp,3,232.95,0,-698.85,396.52,refunded,credit_card,False,35,2,,Diana,
ORD-00244,2025-02-05 10:33:00,CUST-0076,East,web,Home,Desk,1,567.37,0,567.37,346.99,completed,paypal,False,42,1,SUMMER25,,address corrected
ORD-00245,2025-08-19 17:29:00,CUST-0205,East,store,Home,Lamp,6,67.94,5,387.26,285.87,pending,paypal,True,56,5,,Evan,gift order
ORD-00246,2025-07-05 16:05:00,CUST-0111,East,partner,Sports,Basketball,4,416.11,20,0.0,0.0,cancelled,paypal,False,56,5,VIP,Diana,delayed shipment
ORD-00247,2025-09-12 20:01:00,CUST-0122,West,partner,Books,Finance 101,5,38.23,15,0.0,0.0,cancelled,bank_transfer,True,57,3,,,
ORD-00248,2025-05-27 20:52:00,CUST-0183,West,web,Sports,Basketball,2,476.38,10,857.48,555.8,completed,paypal,False,32,5,,Alice,priority customer
ORD-00249,2025-10-29 13:49:00,CUST-0231,West,mobile,Electronics,Webcam,5,170.61,0,853.05,445.26,completed,credit_card,False,20,3,VIP,,priority customer
ORD-00250,2026-04-10 13:32:00,CUST-0198,East,partner,Electronics,Keyboard,6,37.37,25,168.16,116.49,completed,bank_transfer,True,999,5,VIP,Bob,
ORD-00251,2025-09-24 10:26:00,CUST-0058,East,partner,Home,Kettle,6,328.66,0,-1971.96,1117.28,refunded,apple_pay,False,40,1,SUMMER25,Diana,delayed shipment
ORD-00252,2025-06-18 10:30:00,CUST-0086,West,mobile,Home,Desk,2,311.88,0,-623.76,313.42,refunded,paypal,False,55,4,WELCOME10,Evan,priority customer
ORD-00253,2025-02-11 09:29:00,CUST-0049,North,mobile,Home,Lamp,5,636.19,25,-2385.71,1526.42,refunded,paypal,True,43,1,,,
ORD-00254,2025-08-23 14:48:00,CUST-0129,Central,store,Electronics,Keyboard,2,51.52,20,82.43,44.66,pending,bank_transfer,True,28,4,WELCOME10,Alice,delayed shipment
ORD-00255,2025-01-13 16:08:00,CUST-0086,North,store,Home,Kettle,3,297.67,20,714.41,393.69,completed,bank_transfer,True,36,4,,Diana,
ORD-00256,2026-06-23 08:43:00,CUST-0203,South,store,Sports,Yoga Mat,5,233.51,0,1167.55,528.88,pending,apple_pay,True,22,1,WELCOME10,Diana,address corrected
ORD-00257,2025-09-12 12:03:00,CUST-0184,North,web,Home,Chair,5,722.08,10,3249.36,1526.84,completed,apple_pay,False,45,,,Diana,priority customer
ORD-00258,2025-03-31 17:29:00,CUST-0110,South,partner,Books,Python Basics,2,648.73,0,1297.46,814.68,completed,bank_transfer,True,54,5,WELCOME10,,
ORD-00259,2026-04-24 19:49:00,CUST-0110,North,partner,Home,Storage Box,5,636.79,5,3024.75,2470.53,completed,apple_pay,True,65,4,VIP,Diana,gift order
ORD-00260,2025-04-22 20:00:00,CUST-0184,West,web,Books,Machine Learning,2,506.58,0,1013.16,503.85,completed,apple_pay,False,66,3,SUMMER25,Alice,
ORD-00261,2025-12-20 20:40:00,CUST-0004,East,web,Sports,Running Shoes,3,11.68,5,-33.29,25.23,refunded,bank_transfer,False,47,4,SUMMER25,Bob,address corrected
ORD-00262,2026-03-19 08:51:00,CUST-0237,Central,store,Home,Kettle,1,33.06,25,24.8,16.0,completed,paypal,False,64,1,,Evan,gift order
ORD-00263,2026-04-15 14:55:00,CUST-0234,North,web,Sports,Dumbbell,4,146.49,15,0.0,0.0,cancelled,paypal,False,61,,,Alice,address corrected
ORD-00264,2026-05-23 09:43:00,CUST-0168,West,web,Home,Storage Box,5,326.08,0,1630.4,1154.58,completed,paypal,True,34,1,WELCOME10,Chen,
ORD-00265,2026-06-12 12:43:00,CUST-0211,South,web,Sports,Running Shoes,5,296.96,0,1484.8,722.04,completed,bank_transfer,False,52,1,,Alice,delayed shipment
ORD-00266,2025-01-27 13:40:00,CUST-0111,Central,web,Books,Finance 101,4,809.24,10,2913.26,2189.32,completed,apple_pay,False,62,5,SUMMER25,Bob,gift order
ORD-00267,2025-05-29 15:25:00,CUST-0018,Central,partner,Books,Finance 101,5,485.72,5,0.0,0.0,cancelled,bank_transfer,True,26,4,WELCOME10,Chen,gift order
ORD-00268,2025-01-01 22:02:00,CUST-0164,North,web,Electronics,Monitor,6,203.16,0,0.0,0.0,cancelled,credit_card,True,70,4,WELCOME10,Bob,gift order
ORD-00269,2026-06-15 11:09:00,CUST-0041,North,web,Home,Lamp,1,532.19,10,478.97,225.85,completed,credit_card,True,44,4,,Alice,
ORD-00270,2025-07-17 20:43:00,CUST-0035,East,store,Home,Lamp,5,406.66,10,1829.97,1229.11,completed,bank_transfer,False,37,4,,Chen,priority customer
ORD-00271,2025-11-07 14:09:00,CUST-0045,West,partner,Books,Finance 101,1,748.73,0,748.73,342.06,completed,bank_transfer,True,20,3,SUMMER25,Alice,delayed shipment
ORD-00272,2025-06-17 22:28:00,CUST-0130,North,store,Home,Kettle,6,746.03,0,4476.18,2224.74,completed,apple_pay,True,36,4,WELCOME10,,priority customer
ORD-00273,2025-10-14 19:35:00,CUST-0186,North,web,Home,Chair,2,610.53,5,1160.01,738.46,pending,paypal,False,61,3,WELCOME10,Evan,
ORD-00274,2026-04-02 21:38:00,CUST-0161,East,partner,Electronics,Monitor,1,110.58,25,82.94,57.18,pending,apple_pay,False,20,,,,delayed shipment
ORD-00275,2025-06-28 15:16:00,CUST-0067,North,store,Books,Finance 101,4,139.24,5,529.11,281.29,completed,credit_card,True,32,5,VIP,Chen,
ORD-00276,2025-05-28 09:42:00,CUST-0070,North,mobile,Electronics,Keyboard,6,663.55,5,0.0,0.0,cancelled,apple_pay,False,20,,,Chen,gift order
ORD-00277,2026-03-20 12:29:00,CUST-0108,South,store,Home,Chair,6,59.62,0,357.72,169.23,completed,apple_pay,True,48,2,,Diana,priority customer
ORD-00278,2025-03-04 12:08:00,CUST-0017,Central,partner,Sports,Dumbbell,1,603.49,10,543.14,440.4,completed,credit_card,True,65,3,,Evan,address corrected
ORD-00279,2025-12-27 17:46:00,CUST-0008,South,partner,Home,Chair,1,311.12,5,0.0,0.0,cancelled,credit_card,False,41,5,VIP,Bob,delayed shipment
ORD-00280,2025-07-02 11:38:00,CUST-0104,Central,partner,Books,Finance 101,3,577.16,25,1298.61,762.59,completed,bank_transfer,False,51,4,SUMMER25,,gift order
ORD-00281,2026-02-03 22:24:00,CUST-0080,Central,store,Home,Desk,1,465.55,0,465.55,250.1,completed,bank_transfer,False,47,2,,,
ORD-00282,2026-05-02 12:41:00,CUST-0029,East,web,Home,Lamp,3,156.52,25,352.17,273.31,completed,apple_pay,False,60,5,VIP,Evan,priority customer
ORD-00283,2025-03-19 14:05:00,CUST-0174,South,partner,Books,Python Basics,6,521.05,10,0.0,0.0,cancelled,bank_transfer,False,55,4,,Chen,
ORD-00284,2026-03-30 12:27:00,CUST-0058,West,partner,Home,Kettle,5,839.82,10,3779.19,2719.01,completed,credit_card,True,44,3,VIP,Alice,priority customer
ORD-00285,2025-11-08 11:49:00,CUST-0129,West,partner,Home,Lamp,6,455.58,20,0.0,0.0,cancelled,paypal,True,44,3,SUMMER25,Bob,
ORD-00286,2026-02-05 13:12:00,CUST-0183,North,partner,Books,Data Engineering,1,728.45,0,-728.45,362.08,refunded,bank_transfer,False,51,,,Bob,
ORD-00287,2025-06-05 10:51:00,CUST-0016,North,mobile,Books,Finance 101,1,582.73,10,524.46,237.27,pending,credit_card,True,50,5,,,priority customer
ORD-00288,2026-03-02 16:04:00,CUST-0145,East,store,Home,Kettle,6,280.38,0,0.0,0.0,cancelled,credit_card,False,51,1,VIP,Chen,gift order
ORD-00289,2026-01-10 13:46:00,CUST-0061,South,partner,Electronics,Keyboard,1,650.0,20,0.0,0.0,cancelled,bank_transfer,False,51,3,WELCOME10,,gift order
ORD-00290,2025-10-11 18:48:00,CUST-0128,South,mobile,Sports,Yoga Mat,3,333.88,15,851.39,410.26,completed,paypal,False,36,2,,Chen,
ORD-00291,2025-10-19 15:01:00,CUST-0213,South,store,Sports,Basketball,5,44.91,0,224.55,180.43,pending,credit_card,True,43,1,,Diana,delayed shipment
ORD-00292,2026-04-24 14:27:00,CUST-0077,East,partner,Home,Lamp,6,647.36,25,2913.12,2383.07,completed,apple_pay,False,51,4,WELCOME10,Alice,priority customer
ORD-00293,2026-03-24 19:57:00,CUST-0222,East,store,Home,Chair,5,32.09,20,128.36,67.76,completed,apple_pay,False,22,1,SUMMER25,Alice,priority customer
ORD-00294,2025-09-05 08:59:00,CUST-0043,South,store,Sports,Water Bottle,4,344.21,0,1376.84,922.31,completed,bank_transfer,True,61,4,VIP,,address corrected
ORD-00295,2025-09-19 12:02:00,CUST-0143,West,partner,Sports,Running Shoes,4,471.95,25,1415.85,789.64,completed,paypal,False,31,,VIP,Bob,gift order
ORD-00296,2025-05-05 10:19:00,CUST-0181,West,web,Sports,Yoga Mat,1,147.99,10,133.19,104.09,completed,bank_transfer,False,28,5,SUMMER25,Bob,address corrected
ORD-00297,2026-06-18 11:31:00,CUST-0168,West,partner,Books,Finance 101,3,64.39,5,-183.51,84.44,refunded,bank_transfer,True,59,5,,,delayed shipment
ORD-00298,2025-01-16 14:25:00,CUST-0045,East,partner,Books,Machine Learning,4,800.3,0,3201.2,2585.07,completed,credit_card,True,48,,,,gift order
ORD-00299,2025-03-30 19:42:00,CUST-0108,North,partner,Home,Desk,1,352.72,0,352.72,173.09,pending,bank_transfer,False,36,5,,,gift order
ORD-00300,2026-06-15 20:38:00,CUST-0010,Central,store,Home,Kettle,5,401.38,0,2006.9,1281.74,completed,apple_pay,False,58,5,,Diana,address corrected
ORD-00301,2025-04-13 08:44:00,CUST-0032,East,web,Home,Chair,2,172.05,0,344.1,265.89,pending,credit_card,False,29,5,,,priority customer
ORD-00302,2025-06-21 12:42:00,CUST-0220,East,web,Home,Storage Box,5,809.81,20,3239.24,2193.62,completed,bank_transfer,True,27,4,SUMMER25,Evan,priority customer
ORD-00303,2026-05-26 14:41:00,CUST-0020,South,store,Home,Lamp,1,622.04,20,497.63,255.2,completed,bank_transfer,True,57,4,SUMMER25,Evan,delayed shipment
ORD-00304,2025-12-24 17:30:00,CUST-0003,South,web,Books,Statistics,2,290.68,25,0.0,0.0,cancelled,credit_card,False,34,5,,Diana,priority customer
ORD-00305,2025-10-22 12:07:00,CUST-0076,East,web,Sports,Water Bottle,1,21.3,5,-20.23,12.68,refunded,bank_transfer,False,69,4,,Evan,
ORD-00306,2026-04-23 08:31:00,CUST-0170,North,partner,Home,Storage Box,3,690.18,10,1863.49,1203.41,pending,bank_transfer,True,45,4,VIP,Chen,priority customer
ORD-00307,2025-07-29 10:39:00,CUST-0119,Central,mobile,Electronics,Headphones,5,814.48,15,3461.54,2616.66,completed,paypal,False,29,3,,Alice,
ORD-00308,2026-03-26 16:26:00,CUST-0098,East,store,Home,Lamp,1,818.2,10,736.38,439.93,completed,paypal,False,64,,,Bob,address corrected
ORD-00309,2026-02-16 17:19:00,CUST-0036,Central,store,Books,Data Engineering,2,511.52,20,-818.43,565.63,refunded,credit_card,False,44,3,WELCOME10,,delayed shipment
ORD-00310,2025-08-17 18:42:00,CUST-0011,West,store,Books,Python Basics,1,364.07,20,291.26,212.49,pending,credit_card,True,61,4,VIP,Diana,gift order
ORD-00311,2025-09-27 17:13:00,CUST-0049,Central,store,Books,Data Engineering,2,515.18,0,0.0,0.0,cancelled,paypal,True,51,4,SUMMER25,Evan,gift order
ORD-00312,2025-02-20 13:00:00,CUST-0117,Central,partner,Electronics,Mouse,2,499.92,20,799.87,388.53,completed,paypal,False,31,3,,Diana,priority customer
ORD-00313,2025-08-25 22:57:00,CUST-0144,West,web,Books,Python Basics,6,460.23,10,2485.24,1573.87,completed,paypal,False,26,5,,Alice,address corrected
ORD-00314,2025-09-16 16:10:00,CUST-0129,West,store,Home,Kettle,6,518.69,0,-3112.14,1525.24,refunded,apple_pay,True,19,4,SUMMER25,Evan,
ORD-00315,2025-02-19 19:04:00,CUST-0186,Central,mobile,Electronics,Mouse,5,641.95,25,2407.31,1686.62,completed,paypal,True,47,1,SUMMER25,Evan,gift order
ORD-00316,2025-09-17 14:24:00,CUST-0041,North,partner,Home,Storage Box,3,473.81,15,1208.22,773.73,pending,paypal,True,45,5,,Bob,priority customer
ORD-00317,2025-02-14 17:36:00,CUST-0164,West,partner,Home,Chair,4,844.53,0,3378.12,2063.1,pending,apple_pay,True,66,5,,Chen,priority customer
ORD-00318,2025-11-03 18:28:00,CUST-0216,West,partner,Home,Desk,2,200.16,5,0.0,0.0,cancelled,apple_pay,True,59,2,WELCOME10,Bob,delayed shipment
ORD-00319,2026-05-28 22:25:00,CUST-0237,Central,store,Home,Storage Box,4,576.19,5,2189.52,1488.58,pending,credit_card,False,63,5,,,
ORD-00320,2026-03-20 19:39:00,CUST-0037,Central,web,Electronics,Headphones,5,437.79,10,1970.06,1330.05,completed,bank_transfer,False,30,3,,Alice,
ORD-00321,2025-05-09 14:15:00,CUST-0184,East,partner,Sports,Basketball,3,734.85,0,2204.55,1480.81,completed,credit_card,False,54,2,,Diana,
ORD-00322,2025-03-24 18:03:00,CUST-0111,Central,web,Books,Python Basics,1,312.2,0,-312.2,154.62,refunded,bank_transfer,True,29,1,VIP,,
ORD-00323,2025-03-15 11:42:00,CUST-0019,Central,web,Books,Statistics,1,299.71,0,299.71,136.32,pending,bank_transfer,True,70,1,,Evan,delayed shipment
ORD-00324,2026-01-30 09:39:00,CUST-0218,West,mobile,Home,Lamp,4,271.37,0,1085.48,774.72,completed,apple_pay,True,32,2,SUMMER25,Chen,delayed shipment
ORD-00325,2025-12-18 12:51:00,CUST-0227,West,partner,Books,Machine Learning,2,794.26,20,0.0,0.0,cancelled,paypal,True,22,2,VIP,,gift order
ORD-00326,2025-10-16 19:23:00,CUST-0024,South,mobile,Home,Storage Box,2,795.82,0,1591.64,725.81,completed,credit_card,True,56,4,WELCOME10,Evan,
ORD-00327,2025-05-03 12:19:00,CUST-0138,East,web,Home,Lamp,2,741.45,25,1112.18,570.25,completed,bank_transfer,True,40,3,SUMMER25,Evan,
ORD-00328,2025-03-14 20:59:00,CUST-0201,West,web,Sports,Dumbbell,4,110.6,0,0.0,0.0,cancelled,apple_pay,False,45,5,,Bob,priority customer
ORD-00329,2026-05-15 17:54:00,CUST-0198,North,mobile,Home,Lamp,5,357.61,25,0.0,0.0,cancelled,paypal,True,30,5,,Chen,gift order
